model,module_id,module_name,source_file,source_row,rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,410,M5-RHYTHM-409,HP01 提议—观察—同意—下一阶段｜路径定义,L8 节奏闭环路径,RHYTHM-HP路径,通用,路径,HP01,HO01、HD01、HM01／HM02,提议、现实执行、反馈和调整至少三个节点有独立现实证据。,只有命理流通、理想计划或一方愿望，没有双方现实行为。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,88,HP候选 +8,rhythm_path,提出关系或阶段建议，观察现实证据，双方明确同意后进入下一步。,较成熟的节奏顺序是：提出关系或阶段建议，观察现实证据，双方明确同意后进入下一步。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP01; use_case=适合推进、承诺和里程碑。; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,411,M5-RHYTHM-410,HP01 提议—观察—同意—下一阶段｜断链与验证,L8 节奏闭环路径,RHYTHM-HP路径,通用,验证,HP01,HO01、HD01、HM01／HM02,使用场景：适合推进、承诺和里程碑。,把提议、一次配合、一次降频或恢复联系直接写成完整闭环。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,92,断链风险 +12／完整调整 +10,rhythm_path_status,检查提出关系或阶段建议，观察现实证据，双方明确同意后进入下一步。中具体缺少哪个节点；前半段完成不等于节奏长期成立。,需要继续确认这条节奏路径是否真正走到反馈、调整、恢复或下一阶段。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP01; path_validation=true; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,412,M5-RHYTHM-411,HP02 联系期待—现实频率—反馈—调整｜路径定义,L8 节奏闭环路径,RHYTHM-HP路径,通用,路径,HP02,HO02、HO04、HD02,提议、现实执行、反馈和调整至少三个节点有独立现实证据。,只有命理流通、理想计划或一方愿望，没有双方现实行为。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,88,HP候选 +8,rhythm_path,先说明联系需要，观察实际频率，交换反馈并形成可持续基线。,较成熟的节奏顺序是：先说明联系需要，观察实际频率，交换反馈并形成可持续基线。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP02; use_case=适合高低频差异和异地。; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,413,M5-RHYTHM-412,HP02 联系期待—现实频率—反馈—调整｜断链与验证,L8 节奏闭环路径,RHYTHM-HP路径,通用,验证,HP02,HO02、HO04、HD02,使用场景：适合高低频差异和异地。,把提议、一次配合、一次降频或恢复联系直接写成完整闭环。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,92,断链风险 +12／完整调整 +10,rhythm_path_status,检查先说明联系需要，观察实际频率，交换反馈并形成可持续基线。中具体缺少哪个节点；前半段完成不等于节奏长期成立。,需要继续确认这条节奏路径是否真正走到反馈、调整、恢复或下一阶段。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP02; path_validation=true; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,414,M5-RHYTHM-413,HP03 共同时间—个人时间—重新连接｜路径定义,L8 节奏闭环路径,RHYTHM-HP路径,通用,路径,HP03,HO03、HD03／HD04、HM08,提议、现实执行、反馈和调整至少三个节点有独立现实证据。,只有命理流通、理想计划或一方愿望，没有双方现实行为。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,88,HP候选 +8,rhythm_path,安排共同时间后保留个人恢复，再按约主动重新连接。,较成熟的节奏顺序是：安排共同时间后保留个人恢复，再按约主动重新连接。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP03; use_case=适合亲密与自主并存。; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,415,M5-RHYTHM-414,HP03 共同时间—个人时间—重新连接｜断链与验证,L8 节奏闭环路径,RHYTHM-HP路径,通用,验证,HP03,HO03、HD03／HD04、HM08,使用场景：适合亲密与自主并存。,把提议、一次配合、一次降频或恢复联系直接写成完整闭环。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,92,断链风险 +12／完整调整 +10,rhythm_path_status,检查安排共同时间后保留个人恢复，再按约主动重新连接。中具体缺少哪个节点；前半段完成不等于节奏长期成立。,需要继续确认这条节奏路径是否真正走到反馈、调整、恢复或下一阶段。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP03; path_validation=true; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,416,M5-RHYTHM-415,HP04 变化通知—替代方案—确认—执行｜路径定义,L8 节奏闭环路径,RHYTHM-HP路径,通用,路径,HP04,HO04、HM07,提议、现实执行、反馈和调整至少三个节点有独立现实证据。,只有命理流通、理想计划或一方愿望，没有双方现实行为。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,88,HP候选 +8,rhythm_path,计划变化时及时说明影响，提出替代，并确认对方可接受后执行。,较成熟的节奏顺序是：计划变化时及时说明影响，提出替代，并确认对方可接受后执行。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP04; use_case=适合工作、旅行和临时取消。; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,417,M5-RHYTHM-416,HP04 变化通知—替代方案—确认—执行｜断链与验证,L8 节奏闭环路径,RHYTHM-HP路径,通用,验证,HP04,HO04、HM07,使用场景：适合工作、旅行和临时取消。,把提议、一次配合、一次降频或恢复联系直接写成完整闭环。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,92,断链风险 +12／完整调整 +10,rhythm_path_status,检查计划变化时及时说明影响，提出替代，并确认对方可接受后执行。中具体缺少哪个节点；前半段完成不等于节奏长期成立。,需要继续确认这条节奏路径是否真正走到反馈、调整、恢复或下一阶段。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP04; path_validation=true; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,418,M5-RHYTHM-417,HP05 压力负荷—临时节奏—复核—恢复｜路径定义,L8 节奏闭环路径,RHYTHM-HP路径,通用,路径,HP05,HO05、HO07、HM09／HM11,提议、现实执行、反馈和调整至少三个节点有独立现实证据。,只有命理流通、理想计划或一方愿望，没有双方现实行为。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,88,HP候选 +8,rhythm_path,高压期降低非核心安排，保留最低责任，定期复核并在条件允许时恢复。,较成熟的节奏顺序是：高压期降低非核心安排，保留最低责任，定期复核并在条件允许时恢复。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP05; use_case=适合项目、疾病和家庭照护。; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,419,M5-RHYTHM-418,HP05 压力负荷—临时节奏—复核—恢复｜断链与验证,L8 节奏闭环路径,RHYTHM-HP路径,通用,验证,HP05,HO05、HO07、HM09／HM11,使用场景：适合项目、疾病和家庭照护。,把提议、一次配合、一次降频或恢复联系直接写成完整闭环。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,92,断链风险 +12／完整调整 +10,rhythm_path_status,检查高压期降低非核心安排，保留最低责任，定期复核并在条件允许时恢复。中具体缺少哪个节点；前半段完成不等于节奏长期成立。,需要继续确认这条节奏路径是否真正走到反馈、调整、恢复或下一阶段。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP05; path_validation=true; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,420,M5-RHYTHM-419,HP06 新鲜体验—基础安排—重复—复盘｜路径定义,L8 节奏闭环路径,RHYTHM-HP路径,通用,路径,HP06,HO06、HM10,提议、现实执行、反馈和调整至少三个节点有独立现实证据。,只有命理流通、理想计划或一方愿望，没有双方现实行为。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,88,HP候选 +8,rhythm_path,体验带来活力，再形成可重复日常并复盘是否可持续。,较成熟的节奏顺序是：体验带来活力，再形成可重复日常并复盘是否可持续。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP06; use_case=适合体验型关系落地。; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,421,M5-RHYTHM-420,HP06 新鲜体验—基础安排—重复—复盘｜断链与验证,L8 节奏闭环路径,RHYTHM-HP路径,通用,验证,HP06,HO06、HM10,使用场景：适合体验型关系落地。,把提议、一次配合、一次降频或恢复联系直接写成完整闭环。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,92,断链风险 +12／完整调整 +10,rhythm_path_status,检查体验带来活力，再形成可重复日常并复盘是否可持续。中具体缺少哪个节点；前半段完成不等于节奏长期成立。,需要继续确认这条节奏路径是否真正走到反馈、调整、恢复或下一阶段。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP06; path_validation=true; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
M5,M5.RHYTHM,推进节奏、生活协同与关系气候,M5_RHYTHM_推进节奏生活协同与关系气候原子规则表_V0.7.csv,422,M5-RHYTHM-421,HP07 冲突—降温—回归—恢复｜路径定义,L8 节奏闭环路径,RHYTHM-HP路径,通用,路径,HP07,HO07、HO08、HD10,提议、现实执行、反馈和调整至少三个节点有独立现实证据。,只有命理流通、理想计划或一方愿望，没有双方现实行为。,由共享基础引擎、M2-TEMPO与M3功能模块提供；只修正用户能够承载怎样的推进、联系、共同时间、负荷与恢复节奏，不直接判断现实关系一定同步。,M2说明进入关系前的确认节奏；M5-RHYTHM只处理关系进入认真阶段以后，双方怎样持续协调推进与生活节奏。,M3-BASE、EXPR、CARE、BOUND、CONFLICT提供日常相处和状态通道；M5-RHYTHM负责把双方时间、负荷、联系、空间与恢复合成为长期节奏结构。,无／按本规则指定的提议—观察—同意—执行—反馈—调整—恢复路径路由。,近位、远位只修正某项节奏需求进入亲密关系核心的可能；不得据此判断具体对象现实中一定快、慢、黏、疏或稳定。,根气只修正节奏需求是否稳定重复，不等于双方现实节奏已成熟协调。,旺弱只修正某项推进、联系、共享、变化或恢复通道的调用强度，不直接等于适配质量。,喜忌只修正节奏调用顺畅度与摩擦，不可直接翻译为某种五行、十神或对象类型必然适合。,真合化成立时按化神功能重算节奏需要；合化争议时停止细化节奏画像。,近位提高该节奏议题进入关系核心的可能；远位只保留背景或阶段性观察。,88,HP候选 +8,rhythm_path,冲突后降低强度，保留最低连接，按约回归并分阶段恢复。,较成熟的节奏顺序是：冲突后降低强度，保留最低连接，按约回归并分阶段恢复。,不得仅凭本规则推出具体日期、交往时长、多久结婚、联系次数、见面频率或关系结果；不得把快等同冲动、慢等同冷淡、高频等同亲密、低频等同不爱。现实安全、双方同意、持续行为、生活条件、反例与协商优先。,中高,待验证,,rhythm_path=HP07; use_case=适合压力与修复节奏。; provisional=true; rule_group=RHYTHM-HP路径; M3_STATE_pending=true,0.7
