rule_id,rule_name,layer,module,applicable_group,rule_type,main_signal,secondary_signal,required_conditions,excluded_conditions,self_strength_status,spouse_star_status,palace_signal,flow_path,signal_position,root_status,strength_level,favorability,transformation_status,distance_level,priority,score_effect,output_slot,internal_logic,user_explanation,forbidden_inference,confidence_base,validation_status,case_refs,notes,version
M3-BOUND-207,SC04 藏支无根／弱远｜仅保留候选,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC04,,藏支无根或弱远，缺少独立现实证据。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,候选 +2；降置信,primary_boundary_channel,目前不足以写成稳定边界模式。,这种方式只能作为潜在倾向，不宜写成你固定的相处边界。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中低,待验证,,provisional=true; rule_group=STATE_SC04,0.5
M3-BOUND-208,SC05 同根透藏｜一次证据两种表现,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC05,,同一十神同根透藏，source_id相同。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,去重；外显／稳定分工,provenance,同一边界功能既有外显行为，也有内部稳定来源，但只算一次基础证据。,同一种边界方式可能既能被看见，也有稳定内在来源，但不会重复计分。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,高,待验证,,provisional=true; rule_group=STATE_SC05,0.5
M3-BOUND-209,SC06 多根同类｜重复性提高,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC06,,同类功能多根且基础可靠。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,稳定性 +6；不新增通道,state_shift,同一边界方式更容易在不同情境反复出现。,这种边界方式更可能在多种场景重复出现。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=STATE_SC06,0.5
M3-BOUND-210,SC07 有根但受损｜功能保留、调用受限,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC07,,有根但受冲克、合绊或其他有效损伤。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,主通道保留；顺畅度 -3,state_shift,功能仍存在，但调用可能更依赖具体情境和资源。,这项边界能力仍在，只是是否顺畅使用更看当时的关系状态。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC07,0.5
M3-BOUND-211,SC08 无根但近位行为验证｜条件性成立,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC08,,结构稳定来源弱，但日柱近位或真实行为重复支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,条件性 +5；标记案例依赖,confidence,现实行为可让某项边界在特定关系中成立。,虽然结构来源较弱，但真实相处显示这项边界在特定关系中可以成立。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC08,0.5
M3-BOUND-212,SC09 旺而平衡｜自然调用,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC09,,通道旺而有序、不过度占位。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,主通道 +7,primary_boundary_channel,边界方式较容易自然出现。,你通常不必等到特殊事件，便能较自然地使用这项边界方式。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=STATE_SC09,0.5
M3-BOUND-213,SC10 旺而过度占位｜抢先但不判风险,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC10,,通道过旺或持续占位，风险尚未进入M4。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,抢先 +5；路由M4,state_shift,该通道更容易成为第一反应，但BOUND不判断是否过度。,压力增加时，这种边界方式可能更容易抢先出现；是否形成问题要交给M4。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC10,0.5
M3-BOUND-214,SC11 中和可用｜依情境稳定调用,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC11,,通道中和可用，基础无关键冲突。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,主通道 +5,primary_boundary_channel,在合适情境中可稳定调用。,你通常能按情境使用这项边界方式，不会长期压过其他通道。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC11,0.5
M3-BOUND-215,SC12 偏弱有助｜需要明确条件,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC12,,通道偏弱但有生助、近位或现实支持。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,条件性 +4,closeness_rhythm,并非缺失，而是需要安全、回应或事情清楚时才容易出现。,这项边界方式更容易在关系安全、需求清楚或有人回应时出现。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC12,0.5
M3-BOUND-216,SC13 偏弱无助｜不写稳定模式,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC13,,通道偏弱无助且缺少现实证据。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,候选 +1；降置信,primary_boundary_channel,不足以写成稳定模式。,目前只能把它作为低权重背景，不能写成固定边界。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中低,待验证,,provisional=true; rule_group=STATE_SC13,0.5
M3-BOUND-217,SC14 强弱争议｜回退到五系统,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC14,,旺弱、根气或作用关系存在关键争议。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,停止十神级输出,report_status,只能输出系统级方向，不细化到具体十神。,目前只能判断你更偏向某一类边界系统，具体方式仍需保留不确定性。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,低,待验证,,provisional=true; rule_group=STATE_SC14,0.5
M3-BOUND-218,SC15 为喜且平衡｜调用较顺畅,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC15,,喜用且功能平衡。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,顺畅度 +4,state_shift,使用时较容易得到清楚反馈。,你使用这项边界方式时通常较顺手，也更容易让对方理解。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC15,0.5
M3-BOUND-219,SC16 为忌但有效｜仍可高频调用,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC16,,为忌但十神有效。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,强度保留；路由M4,state_shift,喜忌不决定是否使用，只提示体验和资源压力。,这项方式仍可能很常用；是否让你有压力，需要另行判断。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC16,0.5
M3-BOUND-220,SC17 喜忌未定｜只用功能语言,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC17,,喜忌尚未可靠确定。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,功能保留；不写体验质量,boundary_note,可以说明功能，不评价顺畅或轻松。,可以说明你怎样安排边界，但不评价这种方式是否轻松或有压力。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC17,0.5
M3-BOUND-221,SC18 忌而过旺｜禁止直接写边界失控,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC18,,为忌且过旺，但M4未运行。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,路由M4；BOUND不判风险,boundary_note,只能说明通道抢先和占位。,只能说明这种边界方式容易抢先，不直接写成控制、回避或失去自我。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,高,待验证,,provisional=true; rule_group=STATE_SC18,0.5
M3-BOUND-222,SC19 有制有化｜经过另一系统调节,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC19,,原通道有有效制化或桥接。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,建立桥接路径 +5,boundary_path,边界方式会经过另一系统调节。,你的边界可能先经过沟通、安全确认、现实安排或角色协商，再真正落实。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=STATE_SC19,0.5
M3-BOUND-223,SC20 强而无制｜压力下更易抢先,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC20,,通道强而缺少调节。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,压力通道 +5,state_shift,压力下更容易先由该通道设限。,压力增加时，这种边界方式更可能成为第一反应，但不代表平时只有这一种。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC20,0.5
M3-BOUND-224,SC21 真合化｜原通道清零并重建,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC21,,真合化条件成立。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,原分清零；替换路由,report_status,原十神边界功能停止计分，按化神系统重建。,原来的边界解释不再保留，改按合化后的功能系统重新判断。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,高,待验证,,provisional=true; rule_group=STATE_SC21,0.5
M3-BOUND-225,SC22 日柱／日支近位｜亲密关系直接调用,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC22,,信号位于日柱、日支主气或直接进入夫妻宫。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,主通道 +7,primary_boundary_channel,更容易直接进入亲密关系日常。,这项边界方式更容易直接出现在亲密关系里。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=STATE_SC22,0.5
M3-BOUND-226,SC23 月柱中近位｜稳定背景,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC23,,信号位于月柱且有根有效。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,主／次候选 +4,secondary_boundary_channel,较容易成为生活和长期角色中的背景边界。,这项方式更可能成为长期生活中的稳定背景。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中,待验证,,provisional=true; rule_group=STATE_SC23,0.5
M3-BOUND-227,SC24 年时远位｜情境或阶段化,L4 BOUND状态修正,BOUND-状态修正,通用,状态修正,SC24,,信号位于年时远位，日柱缺少呼应。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,78,次候选 +2；降置信,secondary_boundary_channel,更依赖环境、阶段或外部角色。,这项方式可能更依赖特定环境或人生阶段，不宜直接写成亲密关系核心。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中低,待验证,,provisional=true; rule_group=STATE_SC24,0.5
M3-BOUND-228,IF01 BASE同源接口｜底盘与BOUND共享一次权重,L5 BOUND接口门控,BOUND-接口门控,通用,接口／去重／停止,M3-BASE,,相关模块信号同时可见，或需要执行同源去重、停止、回退。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,92,不加分；接口／去重／路由,provenance,同一个日支可同时说明关系底盘和边界功能，但基础事实只计一次。,同一个关系底盘可以细化成边界方式，但不会被当成两份证据。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,高,待验证,,provisional=true; rule_group=INTERFACE_IF01,0.5
M3-BOUND-229,IF02 BASE异源接口｜次边界通道可独立升级,L5 BOUND接口门控,BOUND-接口门控,通用,接口／去重／停止,M3-BASE,,相关模块信号同时可见，或需要执行同源去重、停止、回退。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,92,不加分；接口／去重／路由,secondary_boundary_channel,BASE主底盘与BOUND独立有效信号不同时，可保留一个真正有作用的补充通道。,关系底盘和边界方式不完全相同时，可以保留一个有独立证据的补充方向。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,中高,待验证,,provisional=true; rule_group=INTERFACE_IF02,0.5
M3-BOUND-230,IF03 EXPR需求表达→BOUND执行复核,L5 BOUND接口门控,BOUND-接口门控,通用,接口／去重／停止,M3-EXPR,,相关模块信号同时可见，或需要执行同源去重、停止、回退。,基础信号未定；真合化后原信号已失效；只有单一弱远争议信号；或该结论会越界到M4风险、M5适配。,由共享基础引擎与M3-STATE修正；日主承载、印比支持只修正自主与执行，不直接等于有无边界。,不限定；夫妻星仅在入宫或形成角色、责任边界时参与接口，不作为BOUND唯一主轴。,由M3-BASE、日支主气及宫位动态提供。,无／待BOUND路径规则组合,日柱与日支近位优先；全局有效独立信号可作次通道。,由共享基础引擎判定,由共享基础引擎判定,喜忌不直接等于边界好坏；只修正调用顺畅度、资源压力和状态切换。,原十神性质有效；真合化成立时按化神所属功能系统重建。,由共享基础引擎判定,92,不加分；接口／去重／路由,need_expression,能说出需要以后，还要看是否能形成现实权限、拒绝或重订。,你能把需要说出来，是边界的一部分；是否能执行还要继续看。,不得由本规则直接推出回避亲密、依赖失控、控制欲、冷漠、自私、关系破裂、分手离婚、人格或依恋类型；不得把某种边界方式等同于爱得更多或更少。,高,待验证,,provisional=true; rule_group=INTERFACE_IF03,0.5
